slug,source_dir,md5,bytes,lines,pages,title_guess,ocr_flag,dup_of,local_text_path,text_exists,text_sha256,review_status
heldring2022_the_economic_effects_of_the_english_parl,pdf,07a3b7b5ede763a8333f94294b466f38,159868,2224,59,THE ECONOMIC EFFECTS OF THE ENGLISH PARLIAMENTARY,,,/home/jic823/capitalism/pdf/heldring2022_the_economic_effects_of_the_english_parl.txt,True,45c804eb39cc9d429fc056f18718a404aed5fd6ac7b6046a6a1dd236ee9df365,inventory_only
heller_2011_birth,pdf,45c60266c81d2b97e7dd7faaf4464d4d,21674,309,8,Review by Dominic Alexander of Counterfire,,,/home/jic823/capitalism/pdf/heller_2011_birth.txt,True,bc0ddf40b00da9a6d2eb88c06e45b2eedc7b91b763c8b465f7007196ff2ef63f,inventory_only
henderson2026_caring_labour_breastfeeding,pdf,3a09d57512419c8ff4743a0d49f61441,80397,920,19,"Oxford Review of Economic Policy, 2025, 41, 745–762",,,/home/jic823/capitalism/pdf/henderson2026_caring_labour_breastfeeding.txt,True,971e7057ed3685feca7b7025b3aa252e7722b3f829cc76ff22e64bedb1df3f54,inventory_only
hilt_2017_jeh,pdf,463ba437544b73b888db7194307db93a,101855,1567,1,"Economic History, Historical Analysis,",,,/home/jic823/capitalism/pdf/hilt_2017_jeh.txt,True,ef00658aff39c2fa15953788d884ef83bf52ae00b1af0eeeab72646d82672248,inventory_only
hobsbawm-aor,pdf,db395b913ee99263c0b895b717e96248,946035,1188,1,"Eric Hobsbawm was born in Alexandria in 1917 and was educated in Vienna, Berlin, London and Cambridge. A Fellow of the B",,,/home/jic823/capitalism/pdf/hobsbawm-aor.txt,True,26ba242b92d7870940172088bc9876a8b5e0e1cdb530264efb2113cf64b898df,inventory_only
horrell1992_old_questions_new_data_living_standards,pdf,e4b3a48fa162478a59f98bb7bb5fb6bf,92582,3095,34,"Old Questions, New Data, and Alternative Perspectives: Families' Living Standards in the",,,/home/jic823/capitalism/pdf/horrell1992_old_questions_new_data_living_standards.txt,True,ed9cde42abf9d1d3c6ad89c0c85fa153aad899588d2e8e9b600a994ab8714907,inventory_only
horrell1994_input_output_table_for_1841,pdf,72b79dd7a8e36ce3b43fad8bc60cb29d,67583,1364,24,An Input-Output Table for 1841,,,/home/jic823/capitalism/pdf/horrell1994_input_output_table_for_1841.txt,True,1530cd2d9163e122a8c78bc796ae7aec0bbbc1d3982aaccb9f60513daf96e7ac,inventory_only
horrell1995_exploitation_of_little_children,pdf,34fc0a5c088cecb96de4783aafe6ca70,99440,1696,1,"EXPLORATIONS IN ECONOMIC HISTORY 32, 485-516 (1995)",,,/home/jic823/capitalism/pdf/horrell1995_exploitation_of_little_children.txt,True,eb5d408a347f1d27c5aea175f646db9c30d421d683bf5e07d023764ccb98c8d2,inventory_only
horrell1995_womens_lfp_male_breadwinner_family,pdf,19147ec82141b1bbde1edead522088f9,88420,1945,31,"Women's Labour Force Participation and the Transition to the Male-Breadwinner Family,",,,/home/jic823/capitalism/pdf/horrell1995_womens_lfp_male_breadwinner_family.txt,True,636f3e1b533af28f42974de59a01719ff88261c8d89bf3abdac3892896d4f97a,inventory_only
horrell1997_origins_expansion_male_breadwinner,pdf,ecb4605341424996941eac114d131b9f,108016,2890,42,The Origins and Expansion of the Male Breadwinner Family: The Case of NineteenthCentury Britain,,,/home/jic823/capitalism/pdf/horrell1997_origins_expansion_male_breadwinner.txt,True,243371f572e25c03d475324a262cfdeb42a9e16a57983f3ba3c3ba16921e684d,inventory_only
horrell2001_destined_for_deprivation_human_capital,pdf,4e804dd8f9d3f56bec4dac36d2b415ec,83989,1807,28,"Explorations in Economic History 38, 339 –365 (2001)",,,/home/jic823/capitalism/pdf/horrell2001_destined_for_deprivation_human_capital.txt,True,a339dcf959e6b2c445dcb4298fe383c4c60536686c2355574b442f0400b6a794,inventory_only
horrell2020_malthus_missing_women_and_children,pdf,07b4fc93525a869ea1dfde0747461144,101574,1998,24,European Economic Review 129 (2020) 103534,,,/home/jic823/capitalism/pdf/horrell2020_malthus_missing_women_and_children.txt,True,a35003f3df6d916101d944cc9c3e668dd29acb9e81ef206faa5ab30d866d054a,inventory_only
horrell2021_family_standards_of_living_1280_1850,pdf,e165af2125b447cb7c7b2596b7ca510e,106737,3552,49,The effect of economic growth on living standards has long,,,/home/jic823/capitalism/pdf/horrell2021_family_standards_of_living_1280_1850.txt,True,fdbc826abcea3c51ab56df23485a05c06198170c6ee844910a96a5923f68377d,inventory_only
howell_eh,pdf,add9939bc3385b412906b90bbfa760d9,67701,910,28,Capital Prospects: Jamaica and the,,,/home/jic823/capitalism/pdf/howell_eh.txt,True,c1bd2557bfa5334d31d91530098c4fbf3c003f860c08fc561220980af2bbba00,inventory_only
howell_eh_notes,pdf,7e40a62a228dceb140208a407c587567,19049,16,1,"1. I am grateful to Erik Baker, Sven Beckert, Dexter Fergie, Gustave Lester, Angélica Márquez-Osuna, Gabriela Soto Lavea",,,/home/jic823/capitalism/pdf/howell_eh_notes.txt,True,b212fd625ce72838a1953384a26be8158a4d48118bf5a80c5bfed3dbd08de036,inventory_only
humphries1976_women_scapegoats_safety_valves,pdf,609b832fb41f08ecf2068e15afad7721,117176,2317,25,Women: Scapegoats and Safety Valves in the Great,,,/home/jic823/capitalism/pdf/humphries1976_women_scapegoats_safety_valves.txt,True,32e497bde23a6f4eeabf48f01b62e2057ae9dc4f92fdf855df66b73cc15f2865,inventory_only
humphries1977_class_struggle_persistence_family,pdf,64d99545acea5cf3e9d32b6732f3474e,69803,923,19,"Cambridge Journal of Economics 1977, 1, 241-258",,,/home/jic823/capitalism/pdf/humphries1977_class_struggle_persistence_family.txt,True,e504d8c2f78d4ae4504f560142b36e3fc46faafee7df42f4bfc9be633d314cc3,inventory_only
humphries1981_protective_legislation_1842_mines,pdf,c48d02ef39604ee67edad75027f5e4ce,103376,1501,34,"Protective Legislation, the Capitalist State,",,,/home/jic823/capitalism/pdf/humphries1981_protective_legislation_1842_mines.txt,True,c4c1c7932cad8503a882bc9807da74ccb6c6c9990de104c34a01d4e02c2a2009,inventory_only
humphries1984_reconstitution_supply_side_labour,pdf,56506afcd31df58c9451ebbe65136725,63061,804,17,"Cambridge Journal of Economics 1984,8, 331-346",,,/home/jic823/capitalism/pdf/humphries1984_reconstitution_supply_side_labour.txt,True,65af5b5458623806e7be19d035f4b9183b4a29de9996a81bfcebb69a5d083169,inventory_only
humphries1987_most_free_from_objection_sexual_division,pdf,a0b17b7cbea93e23621ed7018d8d57e0,63281,2114,23,"""... The Most Free From Objection..."" The Sexual Division of Labor and Women's Work in",,,/home/jic823/capitalism/pdf/humphries1987_most_free_from_objection_sexual_division.txt,True,194d7d9368b32f2b79ea7b1dc9c191df710ffdda26ea132059850a83616a8e5e,inventory_only
humphries1990_enclosures_common_rights_and_women,pdf,4bad64d7210dd442bcd160aca01d7410,83656,1684,28,"Enclosures, Common Rights, and Women: The Proletarianization of Families in the Late",,,/home/jic823/capitalism/pdf/humphries1990_enclosures_common_rights_and_women.txt,True,7024166cb7430d4ab0e293e0331728bd81dbe3f6eb6c602772dc3dc4864e4707,inventory_only
humphries1991_bread_and_pennyworth_of_treacle,pdf,3297c0f4747464e32198fe6d143373dd,78502,2474,24,"Cambridge Journal of Economics 1991,15,451-473",,,/home/jic823/capitalism/pdf/humphries1991_bread_and_pennyworth_of_treacle.txt,True,1e8e1eb0f948ee4398212d1a0f5d881dceacd53304ced1dc1cb58bea5bc3e7e6,inventory_only
humphries1991_lurking_in_the_wings_historiography,pdf,3a3ed6f3a20a469f39197b01c6df1000,41019,981,15,"""Lurking in the Wings..."": Women in the Historiography of the Industrial Revolution",,,/home/jic823/capitalism/pdf/humphries1991_lurking_in_the_wings_historiography.txt,True,06265cf4929af42e44bf5500637d09ba3773c024a968196338767515b41b84f5,inventory_only
humphries2003_child_labor_lessons_historical,pdf,f12eaa578996784018d8d96d846bc2ae,70516,1035,23,"THE WORLD BANK ECONOMIC REVIEW, VOL.",,,/home/jic823/capitalism/pdf/humphries2003_child_labor_lessons_historical.txt,True,56e1f1f6db9cbe16a8ad0bee62d668767f141e09556e714713647b0d10ca6b13,inventory_only
humphries2012_off_the_record_womens_lfp_europe,pdf,3d1458e93784c90a546676da70b4e9dc,88620,1403,31,Feminist Economics,,,/home/jic823/capitalism/pdf/humphries2012_off_the_record_womens_lfp_europe.txt,True,d2dded9d0e59bb59174eb8eb0812900d7482810ee52b8fc435eb11610d60c6ac,inventory_only
humphries2013_childhood_child_labour_british_ir,pdf,cdcd261412782d50dec658ad33a41dbf,90533,1729,25,"Economic History Review, 66, 2 (2013), pp. 395–418",,,/home/jic823/capitalism/pdf/humphries2013_childhood_child_labour_british_ir.txt,True,d6385c892cda700a642f957dd460e73d9e0209f6290fa62a75dbc04f0262bd7b,inventory_only
humphries2015_the_wages_of_women_in_england_1260_1850,pdf,4a7632c575f907a1617cb61adc78a72b,113045,3649,45,Economic History Association,,,/home/jic823/capitalism/pdf/humphries2015_the_wages_of_women_in_england_1260_1850.txt,True,2a09fdcccbdc2ac9d78c7c4528a532e3a92cd3baadefcda479415eec9cb12173,inventory_only
humphries2019_unreal_wages_real_income_and_growth,pdf,979f12e1cb124adca5f7478dc2e229b3,79400,1159,22,reserved. For permissions please contact journals.permissions@oup.com.,,,/home/jic823/capitalism/pdf/humphries2019_unreal_wages_real_income_and_growth.txt,True,89c99d126b5c5d73300aeb745e887f78a25faa005b1181173ea05e126c85f82e,inventory_only
humphries2020_girls_and_their_families,pdf,0546a43c60ef8228e87fb979a565f8c6,118656,1890,35,"Continuity and Change (2020), 35, 311–343",,,/home/jic823/capitalism/pdf/humphries2020_girls_and_their_families.txt,True,db25cfa052f1e350a5b561d19427be7b7f0da1ebe0acfe47bc1ad1561890eb6f,inventory_only
humphries2023_best_job_in_the_world_breadwinning,pdf,2d1dad56f5c35d284dec6f7a02bfef95,111688,2614,46,Feminist Economics,,,/home/jic823/capitalism/pdf/humphries2023_best_job_in_the_world_breadwinning.txt,True,c899f440ccbe23418935a7bab2fd6645c4b960b6ac51ac4f01ecc370059c13e9,inventory_only
humphries2024_careworn_economic_history_caring_labor,pdf,9a80c106c74802658e3309e76b32b3e4,82300,1654,34,Careworn: The Economic History,,,/home/jic823/capitalism/pdf/humphries2024_careworn_economic_history_caring_labor.txt,True,1f1bb1f522d46764d5cbe9455ff051e6073202538917123eb9f1bab4061819cd,inventory_only
humphries_2019_ehr,pdf,e97216a3e09951109fbb417d57362b2e,92256,1800,32,Spinning the industrial revolution,,,/home/jic823/capitalism/pdf/humphries_2019_ehr.txt,True,4191c6a286a5c6b8f18a8b389b619fdee410582f1443a0c288ba28a4804e9081,inventory_only
james_black_jacobins,pdf,555b87a9a4b4b49822a8c02ebf50e158,866846,17703,219,ISBN 0-679-72467-2,,,/home/jic823/capitalism/pdf/james_black_jacobins.txt,True,744b1c39324c376b57041cf6c7375f56254fb650ed545479ee2d87f4040d1f1e,inventory_only
james_black_jacobins_flat,pdf,520d9571eae24deb51c5f956217b03fd,840837,16695,1,ISBN 0-679-72467-2,,,/home/jic823/capitalism/pdf/james_black_jacobins_flat.txt,True,64031903ab4931a934860fa2e565ef456a71c3c623e1629c3eb9ecfded2cf376,inventory_only
jones_2012_the_future_of_economic_business_and_social_hist,pdf,94c99fc2765773ac71caff690cdf9743,103945,1564,31,Scandinavian Economic History Review,,,/home/jic823/capitalism/pdf/jones_2012_the_future_of_economic_business_and_social_hist.txt,True,817f63aac3ca1f5883e1a4707a4c4c468df34360797b119da98a244b44179d43,inventory_only
jonsson_2010_ahr,pdf,ecd1480598416e6eb2e76a3fcf97303d,88553,1036,23,Rival Ecologies of Global Commerce:,,,/home/jic823/capitalism/pdf/jonsson_2010_ahr.txt,True,4c9095d5d47729a36eb217476153fa1e3959d6055a0c0c147d5cf11ec72af476,inventory_only
jonsson_2012_jmh,pdf,ff932e2819d8e2fcff3ec90222007768,60948,874,21,tapraid5/jmh-jmh/jmh-jmh/jmh00312/jmh0705d12z xppws S⫽1 6/5/12 Art: 2425,,,/home/jic823/capitalism/pdf/jonsson_2012_jmh.txt,True,aafab9fc8f42044fd7ab220ca5eb15117501a52c95c69f7077d593d873eec499,inventory_only
jonsson_2012_jmh_flat,pdf,3d56fddc4d433edff132a74c90102293,60930,853,21,Review Article,,,/home/jic823/capitalism/pdf/jonsson_2012_jmh_flat.txt,True,3504a5b2816191008a58a9db03c9f48373696c7f80fdd024878382a0393d7cbe,inventory_only
jonsson_2012_jmh_notes,pdf,551602dfe4e9cd45819f94ec4626f3e0,25216,340,1,1. The concept of the Anthropocene is currently under consideration for formal recognition as,,,/home/jic823/capitalism/pdf/jonsson_2012_jmh_notes.txt,True,9fa1d046291b58f5bc586499cef9e7960d902c288dfb0603ab359615575376a8,inventory_only
jonsson_2014_chs,pdf,608287cc3b3c8e0ebd906317b4eb7c25,59401,953,21,The Origins of Cornucopianism:,,,/home/jic823/capitalism/pdf/jonsson_2014_chs.txt,True,61d0e2b96024e724ce064aca83a671b459f0a1ccb03a084aa536eeeaf49f65b2,inventory_only
jonsson_2014_chs_notes,pdf,b0696a49aa700b2dc82cb91081d21a78,53866,784,1,1. 11.proof.3d,,,/home/jic823/capitalism/pdf/jonsson_2014_chs_notes.txt,True,3b89f1357e89222ba71198a2b7087c2e05d2e249fe296981e486890a90e86752,inventory_only
keibek2017_by_employments_male_occupational_structure_wp29,pdf,3f3580c3432c201ba9a665f2fffce63e,83916,2335,30,BY-EMPLOYMENTS IN EARLY MODERN,,,/home/jic823/capitalism/pdf/keibek2017_by_employments_male_occupational_structure_wp29.txt,True,5f217e2b70d588866db543aa887a51978730a63a55272c931b4771897d613d55,inventory_only
keibek2017_thesis_appendixA,pdf,b717ce82060fa91ed66f714fdbd4ed20,139144,8273,151,Appendix A. Exploration of the available parish,,,/home/jic823/capitalism/pdf/keibek2017_thesis_appendixA.txt,True,ed91e779a74441cae00d47db5910d8d9289b852dd0872e29aa5e0f3922856107,inventory_only
keibek2017_thesis_male_occupational_structure_main,pdf,6c94678c2268228b451a6b7e47be66d3,574220,16998,249,Deposit & Copying of,,,/home/jic823/capitalism/pdf/keibek2017_thesis_male_occupational_structure_main.txt,True,a1dc955df276c77bf2827aaaeb89b837c107512c5e6ae855712ffcb4c52e6c6e,inventory_only
kitson2012_census_male_employment_1817_cwpesh4,pdf,0225496456290d0d18a76cc51212ef95,123999,3606,42,The creation of a µcensus¶ of adult male employment for,OCR-NOISY,,/home/jic823/capitalism/pdf/kitson2012_census_male_employment_1817_cwpesh4.txt,True,49300c440c62f67cf55e9d58eb9045567b90bc18990570069c3483b3b54e34cf,inventory_only
malanima2015,pdf,35aecace14e6a5c5ed2516d3e953931e,132994,2154,27,"Economic History Review, 69, 1 (2016), pp. 78–103",,,/home/jic823/capitalism/pdf/malanima2015.txt,True,aabec387346832ef5e931cc93275fd151b22d1584a04ec61cd4dda45370a7156,inventory_only
malm2016-ocr,pdf,70c07389be6e6d4ef9518886eef048f4,226614,4384,1,12 The Myth of the Human Enterprise: Towards a Different,,,/home/jic823/capitalism/pdf/malm2016-ocr.txt,True,d6e48f54d773055f8db0ade2e3769101016964d988b7e7491d9c3cd3f3ba44d3,inventory_only
marks_1998_eh,pdf,642d9a5740f87a67e1fa6a48cb984569,88600,1314,1,Commercialization Without Capitalism,,,/home/jic823/capitalism/pdf/marks_1998_eh.txt,True,a9bec336601b2d5629660800cf90ecda702777bfd2ac838bd7317f271a66633e,inventory_only
marks_1998_eh_flat,pdf,d13d68511db6039409e2bc796b40484c,88609,1299,1,Commercialization Without Capitalism,,,/home/jic823/capitalism/pdf/marks_1998_eh_flat.txt,True,f6d948e087af628fb117d9e680745db2652cf9f3b3257db28ea6f0cee62b8b35,inventory_only
marx_capital_v1,pdf,536b1be03f7b881bae318cb6c69a8733,2110952,28347,547,A Critique of Political Economy,,,/home/jic823/capitalism/pdf/marx_capital_v1.txt,True,b1b9d1c2043345a5141221c3d942fb6fa4634bf84b33d9a30df6af146c7b6eea,inventory_only
marx_capital_v1_flat,pdf,d6ac4056b321ad74b8750ee5e2163e25,2112118,28177,547,A Critique of Political Economy,,,/home/jic823/capitalism/pdf/marx_capital_v1_flat.txt,True,f889585bb22fc8d26aea0ee87ecd4f9726de16c4dd7530cf2e0277c628ced23c,inventory_only
mintz-ocr,pdf,2a1412fd48a5ad279e6a2b6824165bc5,575607,11339,1,"I do not know if coffee and sugar are essential to the happiness of Europe, %",,,/home/jic823/capitalism/pdf/mintz-ocr.txt,True,b2a0f0805434301519c3d55b0f7048eb88acbde61678a6c4b51e5ac8c4b585cd,inventory_only
mintz,pdf,53dd4fbc4e7abd20cbaaf0cfbca999b7,127,0,128,,,,/home/jic823/capitalism/pdf/mintz.txt,True,76cc403d518f24610d34c826e0e7cfbb392549717c514621d518ebbf17eb05b3,inventory_only
mokyr_2018_jie,pdf,200424d381c5fb1735ac39d04ddeac53,72735,1067,23,"Journal of Institutional Economics (2018), 14: 6, 1003–1024",,,/home/jic823/capitalism/pdf/mokyr_2018_jie.txt,True,942d4f70bcb45136d0fb5b62fa3f04889e202ec1d359fa375dbb178c6f16f5e3,inventory_only
mokyr_2021_holyland,pdf,5430ffcd32e8fda7f38e47bccf6b3527,79560,1086,26,"Journal of the British Academy, 9, 223–247",,,/home/jic823/capitalism/pdf/mokyr_2021_holyland.txt,True,676fb795af472932cf6bb6cd72e5ebb562a312ed2048cfbe60a943b355383874,inventory_only
moore2010a,pdf,a47a98ed0010a3f13e7923dc730b939c,133241,1834,37,"Journal of Agrarian Change, Vol. 10 No. 1, January 2010, pp. 33–68.",,,/home/jic823/capitalism/pdf/moore2010a.txt,True,12866c2a9ffffa8b1de2b0fd786009fd0a7673242f72712650487ec2e8237a6f,inventory_only
moore2010b,pdf,50d1ba5142fd8b6fe7f3783e284e3b2e,151227,2099,41,"Journal of Agrarian Change, Vol. 10 No. 2, April 2010, pp. 188–227.",,,/home/jic823/capitalism/pdf/moore2010b.txt,True,1b9f6205bd3fc1a37eb6a5f307d9bdae1aa38dc1aac0e932cb0d8cba2e8bce42,inventory_only
moore2016,pdf,fce04e2bc0a69ff9769a4a3f27b4bd84,40153,649,25,Binghamton University,,,/home/jic823/capitalism/pdf/moore2016.txt,True,8455187c0de8cbf4e8247bfb261c1b664e456a6e6184d3e012d7ef31202c697d,inventory_only
moore2017,pdf,b75e406d1d4c019926f2ea8abc9ed32f,149731,1845,39,The Journal of Peasant Studies,,,/home/jic823/capitalism/pdf/moore2017.txt,True,9d4da73daa4e77c5dedc5baf97c3ef3d63121350f64ebdbd230ede65189ac998,inventory_only
mutua_2022_jlpe,pdf,b005a2b8978f869587f6d553c0387ea1,251632,3362,77,Journal of Law and Political Economy,,,/home/jic823/capitalism/pdf/mutua_2022_jlpe.txt,True,ebf5cab5bb593b5a58fceb525b52cd1673f788700dc22ecc346fe0b0275b2813,inventory_only
neptune_2019_jer,pdf,84287ec72f77098d17ab9bcca38872d8,80496,1393,29,Throwin’ Scholarly Shade,,,/home/jic823/capitalism/pdf/neptune_2019_jer.txt,True,3d5ebf104631415a791b5827e69bd4eaf97fe5013b2e7a4b7b92accb471e2710,inventory_only
neptune_2019_jer_notes,pdf,1ff71efc2b7f143ec4d97249d55b6502,23456,568,1,"1. Cedric J. Robinson, “Capitalism, Slavery and Bourgeois Historiography,”",,,/home/jic823/capitalism/pdf/neptune_2019_jer_notes.txt,True,9305f1897f6499109a0703221b2d530cb5f5210cbda69fc9a5dfee5e9e2aa72a,inventory_only
newton_eh,pdf,29105895686f2adf54e5df3c0e2008a7,29923,449,13,Cutover Capitalism:,,,/home/jic823/capitalism/pdf/newton_eh.txt,True,d6b2ebb449a414548ce8daad13b29b66665c0f8c792180ade9fd8b55a5bbc5fa,inventory_only
newton_eh_notes,pdf,a33d74c2fb71199225e171ea9ca2afed,11514,14,1,"1. This forum was inspired in part by the late Joshua S. Hodge, who was a member of the original ASEH panel on these top",,,/home/jic823/capitalism/pdf/newton_eh_notes.txt,True,f152da2710272675092ada45bb7ad8db4b61fc26c6dc8b8fa47d82a8b6d5ba5d,inventory_only
north_weingast1989,pdf,d712923fc9e1c9eca4171251437b6448,96479,1773,32,Constitutions and Commitment: The Evolution of Institutions Governing Public Choice in,,,/home/jic823/capitalism/pdf/north_weingast1989.txt,True,515e609238f90a94d6032c1a36228175aadb65788ae9604dbe1a49ca31f4102a,inventory_only
obrien_2001_ihr,pdf,2ac28dd90c4311e204f8e4acc468c50d,75862,1043,26,"On: 11 December 2012, At: 14:27",,,/home/jic823/capitalism/pdf/obrien_2001_ihr.txt,True,8d0d4766cc026266981f98f6d4726a24af6f2cfa9c27851a2483081a54c91c9d,inventory_only
obrien_interview,pdf,fbcf3d947fbf94757ec44ac02899226f,47403,658,15,‘I used to think that from the study of contrasts across Europe really significant illumination,,,/home/jic823/capitalism/pdf/obrien_interview.txt,True,ec5a8e70a68abb359925d8abd2a2eed1bc160b3eb4f5c237bfc25e75eaa2743c,inventory_only
obschonka2018_in_the_shadow_of_coal,pdf,8e33e0c7a0220126421429983036c689,164440,3195,26,Journal of Personality and Social Psychology,,,/home/jic823/capitalism/pdf/obschonka2018_in_the_shadow_of_coal.txt,True,348230e7d0a49fc9302e5969706ac6bc441d988ac27ab915f6fe9f14228728e9,inventory_only
olmstead_rhode2018,pdf,ae355b79122155bc65376cf87fdb7866,121781,1274,18,Explorations in Economic History 67 (2018) 1–17,,,/home/jic823/capitalism/pdf/olmstead_rhode2018.txt,True,1449b08b9857e6df0318b0e8ddd724a6d1bffa5ec20549c50af81b7bc95e62b8,inventory_only
olmstead_rhode_2018,pdf,d0bd020d6f3831b16af59379f60f65b3,111963,1248,18,Explorations in Economic History 67 (2018) 1–17,,,/home/jic823/capitalism/pdf/olmstead_rhode_2018.txt,True,ae67312557fd42da01eb93a365ddf315704341cb09fba0ce784f7ba61873a3d6,inventory_only
otter_2018_roundtable,pdf,4849df3df9bfb7dc66a9c5fe88c489e8,97059,1784,30,"© The North American Conference on British Studies, 2018",,,/home/jic823/capitalism/pdf/otter_2018_roundtable.txt,True,c3ea1e69cb0019668c954bc9f8abc8c2a019af1cc0fcdbae0357fb2bff3b5e0b,inventory_only
overton1996_aghr,pdf,d68bb27aefce26c26dad64ede4548f72,118694,1134,21,Re-establishing the English Agricultural,,,/home/jic823/capitalism/pdf/overton1996_aghr.txt,True,a9552564abc44213b6a4e6c273349523839ecfc615922a0f8ec9a908eac6814b,inventory_only
parker2013,pdf,c19f1a861dda41da76e0e00f0962e16f,2108347,30326,673,GLOBAL CRISIS,,,/home/jic823/capitalism/pdf/parker2013.txt,True,82bb29c39d84630a3eeaa9c09b5cae1c89b3d1f3534e6ab821d178c09aaf94e9,inventory_only
parthasarathi_pomeranz_debate,pdf,047e97e3458e2431ffae554874f9b51f,77550,975,20,THE GREAT DIVERGENCE DEBATE,,,/home/jic823/capitalism/pdf/parthasarathi_pomeranz_debate.txt,True,1f6e7c279c59fd914eec1784bdeb41c768061b526e9c69bde062d0d884ce07cc,inventory_only
pba167_divergence,pdf,0f14a91b25a27c1f9c24afc38eb257bf,51210,1180,27,KEYNES LECTURE IN ECONOMICS,,allennd_british_industrial_revolution_global_persp,/home/jic823/capitalism/pdf/pba167_divergence.txt,True,3b581eb520ff8f18b17891c71ca4b9fdc928a2e0e256d40129108f7873c62acd,inventory_only
pomeranz,pdf,9d0e378a0109b1256367f2bcdd204f4b,1124485,17666,394,THE GREAT DIVERGENCE,,,/home/jic823/capitalism/pdf/pomeranz.txt,True,7189189efab08bd3acfeb714ebfae23dedbe802dfc2a6b242a3aa30d81113600,inventory_only
project_muse_751005,pdf,875d16b0150d822bbd635c5c64722153,42114,562,17,Introduction: Iberian Empire and the History of Capitalism,,,/home/jic823/capitalism/pdf/project_muse_751005.txt,True,e45d1e95f53c66e1e6c6b0fdd76f528309ca50ec7d1edb4bdde7eaaa386c8f8e,inventory_only
ridolfi2022_mechanisation_wages_employment_steam,pdf,27e0856a0483b28f76c9e6480541c67b,102838,5925,55,The impact of mechanisation on wages,,,/home/jic823/capitalism/pdf/ridolfi2022_mechanisation_wages_employment_steam.txt,True,5397de0d8e11cf2825c2e9b23f7c0d67da4ed6ce6665b028e5169935edda5e79,inventory_only
robinson_1987_hwj,pdf,2d5daed7bfa7f07abf189807a9525e74,65116,979,20,"Forty years ago, in his brilliant, provocative, and enormously influential",,,/home/jic823/capitalism/pdf/robinson_1987_hwj.txt,True,cc90f924753075a63947c2e139c74b1dbb4d023b0481e639e1965d117967f104,inventory_only
robinson_black_marxism,pdf,86133f74d5f79a57721bec75792b40c4,1703059,22617,476,T H E M A K IN G,,,/home/jic823/capitalism/pdf/robinson_black_marxism.txt,True,10da47a115ab0538fa9ed319f903cacd4ddd87ce8d9f2d0b63679db18a96e4cc,inventory_only
robinson_black_marxism_bib,pdf,a89cb30bbeb4cb13cb2b34d0fef81102,96558,1171,1,"Race/Class Question,” op. cit., pp. 184-85; and Buhle, “ Marxism in the U.S.A.,” op. cit., passim.",,,/home/jic823/capitalism/pdf/robinson_black_marxism_bib.txt,True,fafdb154fd0dfee73a2c92834cbb879381b6efaded1ee1f09b10d9ecbded59c3,inventory_only
rockman2980,pdf,1e2c20c889548f2df57f688e0f7390e8,301639,3690,91,History of Capitalism Bibliography,,,/home/jic823/capitalism/pdf/rockman2980.txt,True,501619dddd0895497e8bf3da8eccd357a1948896a123f3743020e8e8d4dfb79c,inventory_only
rota2020_italy_and_the_little_divergence_wages_prices,pdf,49dcd9930c7d1838c5af7f659e1deb25,74168,2108,31,Italy and the Little Divergence in Wages,,,/home/jic823/capitalism/pdf/rota2020_italy_and_the_little_divergence_wages_prices.txt,True,f91ae2baf6a37bfb51512319d029cc84f2b8ecb5f7f1849a8fb912cd8e84ff8f,inventory_only
ruwanpura2004_mundane_heroines_sri_lanka,pdf,46a24cdbe7b27599106e0093e1fc5206,93952,1862,35,Feminist Economics,,,/home/jic823/capitalism/pdf/ruwanpura2004_mundane_heroines_sri_lanka.txt,True,0b6a52710f57104ef1a340ffd2a0166226f2927154dc7359575e25985106e8e9,inventory_only
schofield1985_population_and_economy_from_the_traditio,pdf,328da9f5b0831386831a2f2d4fe60236,24198,430,11,Population and Economy: From the Traditional to the Modern World,,,/home/jic823/capitalism/pdf/schofield1985_population_and_economy_from_the_traditio.txt,True,4a95d1ff96e27151171ec13dec9f29077cc2ab40f9a5acf5b921104442ae95e1,inventory_only
sharp2012_determinants_income_malthusian_equilibrium,pdf,06584aed18bab401318080dec91b8b21,34331,860,7,Journal of Development Economics 97 (2012) 112–117,,,/home/jic823/capitalism/pdf/sharp2012_determinants_income_malthusian_equilibrium.txt,True,b16d13658f4de2522d8dc45a3428f8daf6e96455f616e6bef32bda8c118d3e82,inventory_only
shaw-taylor2001_parliamentary_enclosure_and_the_emergenc,pdf,508aa02f0406dfcc4411162b83d4dc8b,74290,1312,25,Parliamentary Enclosure and the Emergence of an English Agricultural Proletariat,,,/home/jic823/capitalism/pdf/shaw-taylor2001_parliamentary_enclosure_and_the_emergenc.txt,True,14e8074714c8b3c688b69359d3e45f6bcff15005264e16ca880c4bb445012281,inventory_only
shaw-taylor2001b_labourers_cows_common_rights_enclosure,pdf,41fccbcc7dcdc0eb846813b28a2f1f30,78186,2130,33,Between 1700 and 1850 about five thousand acts of parliament,,,/home/jic823/capitalism/pdf/shaw-taylor2001b_labourers_cows_common_rights_enclosure.txt,True,8b649d908ccdc7d97b31eb20f9f6d74fe7559efc53129479dcb5dad42ea58197,inventory_only
