source_id,citation,kind,declared_resource,resource_state,resource_sha256,inherited_work_id,existing_person_name_leads,review_status,warning
mokyr2021,"Joel Mokyr, ''The Holy Land of Industrialism': rethinking the Industrial Revolution' (Keynes Lecture), Journal of the British Academy 9 (2021)",article,/home/jic823/capitalism/pdf/mokyr_2021_holyland.pdf,file,da6f06a3cac5f8d97b4c03250edb8f875630e0ea381ec0573416720cda418cf5,,"[""joel_mokyr""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
overton1996,"Mark Overton, Agricultural Revolution in England: The Transformation of the Agrarian Economy 1500-1850 (Cambridge University Press, 1996) [bibliography hand-structured by Jim, field_graph/raw/overton1996_bib.json]",book,,not_declared,,overton-agricultural-revolution-england-transformation,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
gudynas2018,"Eduardo Gudynas, 'Extractivisms: Tendencies and Consequences', in Reframing Latin American Development, eds. Ronaldo Munck and Raul Delgado Wise (Routledge, 2018)",chapter,/home/jic823/capitalism/pdf/gudynas_2018_extractivisms.pdf,file,543c60a24f347503d490284b8b199979bafab4cea283f77005b00a2fe058c975,gudynas-extractivisms-tendencies-consequences,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
obrien2001,"Patrick Karl O'Brien, 'Metanarratives in Global Histories of Material Progress', International History Review 23.2 (2001)",article,/home/jic823/capitalism/pdf/obrien_2001_ihr.pdf,file,6ecc18e969f35eb69d0ad3e04c7794cd9f94e713e30600dc9ffa9fae8b13fb9f,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
goldstone2021,"Jack A. Goldstone, 'Dating the Great Divergence', Journal of Global History 16.2 (2021)",article,/home/jic823/capitalism/pdf/goldstone_2021_jgh.pdf,file,0ec42a0cec515ece7406d3d02e3659b7c5e0fdcde0234c90c454ba6a44d02576,goldstone-dating-great-divergence,"[""jack_goldstone""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
broadberry2021,"Stephen Broadberry, 'Historical national accounting and dating the Great Divergence', Journal of Global History 16.2 (2021)",article,/home/jic823/capitalism/pdf/broadberry_2021_jgh.pdf,file,79de667a9e6f40a0834416f97e9edf6b36f2d4429f8c9d3625b58905e2b351f1,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
broadberry2018,"Stephen Broadberry, Hanhui Guan and David Daokui Li, 'China, Europe, and the Great Divergence: A Study in Historical National Accounting, 980-1850', Journal of Economic History 78.4 (2018)",article,/home/jic823/capitalism/pdf/broadberry_2018_jeh.pdf,file,fd60212600f47bb7746601eb27070ec02cf99b598c0315b1f3ac6121a9e288b7,broadberry-china-europe-great-divergence,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
mokyr2018,"Joel Mokyr, 'Bottom-up or top-down? The origins of the Industrial Revolution', Journal of Institutional Economics 14.6 (2018)",article,/home/jic823/capitalism/pdf/mokyr_2018_jie.pdf,file,aa0059a5e646897f192d21b4317a6d180211259c20508ba606f278feda094fba,,"[""joel_mokyr""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
sorlinwarde2007,"Sverker Sorlin and Paul Warde, 'The Problem of Environmental History: A Re-Reading of the Field', Environmental History 12.1 (2007)",article,/home/jic823/capitalism/pdf/envhis_12_1.pdf,file,6760aa33cc9e9e78732127a3fd73d97a009a1a8a28d4bc25895422613365d91e,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
jonsson2010,"Fredrik Albritton Jonsson, 'Rival Ecologies of Global Commerce: Adam Smith and the Natural Historians', American Historical Review 115.5 (2010)",article,/home/jic823/capitalism/pdf/jonsson_2010_ahr.pdf,file,931d7440d096c0bf83a01ca8245a090062b08992cb50a5663772ce1527d7fae8,,"[""adam_smith""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
jonsson2012,"Fredrik Albritton Jonsson, 'The Industrial Revolution in the Anthropocene', Journal of Modern History 84.3 (2012)",article,/home/jic823/capitalism/pdf/jonsson_2012_jmh.pdf,file,f73a632cb2823779162a06bc9beee84a03f94742d6f84db261035ed06626f2e0,jonsson-industrial-revolution-anthropocene,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
jonsson2014,"Fredrik Albritton Jonsson, 'The Origins of Cornucopianism: A Preliminary Genealogy', Critical Historical Studies 1.1 (2014)",article,/home/jic823/capitalism/pdf/jonsson_2014_chs.pdf,file,3985412f06e16e45b2240f36b9a3a0d217f78c975ae66f44dbf99998bc856c83,jonsson-origins-cornucopianism-preliminary-genealogy,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
otter2018,"Chris Otter, Alison Bashford, John L. Brooke, Fredrik Albritton Jonsson and Jason M. Kelly, 'Roundtable: The Anthropocene in British History', Journal of British Studies 57 (2018)",article,/home/jic823/capitalism/pdf/otter_2018_roundtable.pdf,file,002979a6d5b386631835ac8c482e1e6b56b2d2a3b21a764d0fa9849c7eec880f,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
burnardriello2020,"Trevor Burnard and Giorgio Riello, 'Slavery and the new history of capitalism', Journal of Global History 15.2 (2020)",article,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.pdf,file,3c9653271bf4fa79465e0d9784dbcabe458fbed54054aedc4ae79ba17fff505e,burnard-slavery-new-history-capitalism,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
robinson1987,"Cedric J. Robinson, 'Capitalism, Slavery and Bourgeois Historiography', History Workshop Journal 23 (1987)",article,/home/jic823/capitalism/pdf/robinson_1987_hwj.pdf,file,6a98de5a5a2d94cb815914880a3b35878c2cd46a04055f3e03afed0b53d7afbe,robinson-capitalism-slavery-bourgeois-historiography,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
clegg2015,"John J. Clegg, 'Capitalism and Slavery', Critical Historical Studies 2.2 (2015)",article,/home/jic823/capitalism/pdf/clegg_2015_chs.pdf,file,ae37d50950028764475e8b174edc817c6d69e7a8865736fd1074ef7476984ed3,clegg-capitalism-slavery,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
clegg2020,"John Clegg, 'A Theory of Capitalist Slavery', Journal of Historical Sociology 33.1 (2020)",article,/home/jic823/capitalism/pdf/clegg_2020_jhs.pdf,file,195b44d0f1bd6c2837540da7b46080a61f8973e14201839207b3c2e26539d70e,clegg-theory-capitalist-slavery,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
nemser2019,"Daniel Nemser, 'Introduction: Iberian Empire and the History of Capitalism', Journal for Early Modern Cultural Studies 19.2 (2019)",article,/home/jic823/capitalism/pdf/project_muse_751005.pdf,file,8606dd0ab908daddf96c36567280ab7403b56e7bab08b4c6387ded8caaab83fe,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
wrightw2022,"Walker Wright, 'Illiberal economic institutions and racial intolerance in the United States', Economic Affairs 42.2 (2022)",article,/home/jic823/capitalism/pdf/wright_2022_ea.pdf,file,b24bf2a68ea474c41e1f8955a3461e0bef202901a283febb85def6bb55899c41,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
mokyr1993intro,"Joel Mokyr, 'The New Economic History and the Industrial Revolution', in The British Industrial Revolution (Westview, 1993) [identify after OCR]",chapter,/home/jic823/capitalism/pdf/mokyr1.pdf,file,6a651ff1c4f0b0645240ad0f523fe29cb67e724a526d808e54b11a0d10339e23,,"[""joel_mokyr""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
